customer_id,customer_name,customer_email,customer_phone,customer_segment,customer_type
CUST1316,Erica Glass,melissa44@hotmail.com,488.356.5179x6240,Senior,VIP
CUST1317,Michael Henderson,jeffreyferguson@williams-hernandez.com,+1-649-668-3496x047,Youth,VIP
CUST1318,Frank Wheeler,morgan03@nichols.com,421.702.8516x22593,Adult,VIP
CUST1319,Eric Huerta,christopher84@hotmail.com,+1-648-820-8934x8688,Senior,New
CUST1320,Wanda Ramos,svillanueva@galloway-garrett.com,906.246.7287,Youth,Returning
CUST1321,Andrew Meyers,jessicaramirez@yahoo.com,+1-916-091-1413x193,Youth,New
CUST1322,James Todd,sharphailey@scott.com,(923)613-3760x523,Adult,VIP
CUST1323,Ashley Brown,markharris@hotmail.com,4588165025,Youth,VIP
CUST1324,Tammy Melton,seanblair@yahoo.com,472-419-1650x344,Adult,Returning
CUST1325,Alexis Benson,racheldavis@gmail.com,9661771824,Youth,VIP
CUST1326,Jerry Johnson,lisathompson@hotmail.com,+1-898-088-0678x214,Adult,VIP
CUST1327,Joshua Harris,deborahsmith@gmail.com,746-813-5926,Youth,Returning
CUST1328,Deanna Webb,mmcdaniel@thomas.com,+1-648-698-9396x9874,Youth,VIP
CUST1329,Brenda Hale,hgarcia@gmail.com,694.155.9450x11929,Senior,Returning
CUST1330,Kevin Alvarado,grayandrew@hines.com,+1-207-536-0511x71603,Senior,VIP
CUST1331,Christopher Campbell,kaylaadams@greene.com,+1-886-365-3621x894,Youth,Returning
CUST1332,Lisa Brown,harristimothy@hotmail.com,590-670-0099x42489,Senior,Returning
CUST1333,Alejandra Price,kylemendoza@gmail.com,204-664-8966x760,Adult,Returning
CUST1334,Samuel Keller,courtney10@garcia.com,642-045-6577x58097,Adult,Returning
CUST1335,Alicia Dillon,aaronwalker@gmail.com,533-890-6235x4662,Senior,Returning
CUST1336,Crystal James,phernandez@yahoo.com,+1-265-401-6599x5300,Youth,New
CUST1337,Ariana Stewart,tmcdaniel@vasquez.com,001-622-122-4276x774,Senior,Returning
CUST1338,Kim Lopez,michael95@ward.com,(259)160-1124x1158,Adult,VIP
CUST1339,Judith House,royrogers@shelton.com,886-008-0179x867,Youth,Returning
CUST1340,David Moreno,nancy47@hotmail.com,001-782-312-9957x047,Senior,New
CUST1341,James Moore,lisa10@gmail.com,(642)612-1203,Adult,VIP
CUST1342,Harold Garrett,dylan77@wilson.com,437.536.5968x07852,Senior,New
CUST1343,William Mason,morrisdavid@gomez-snyder.info,(482)421-8385x454,Youth,Returning
CUST1344,Lori Johns,devon36@yahoo.com,0644547523,Senior,VIP
CUST1345,Robin Johnson,opatel@yahoo.com,123-274-8979,Senior,New
CUST1346,Diana Hernandez,xrose@shepherd.com,001-177-633-4272x0388,Senior,VIP
CUST1347,Mary Miller,victoriasmith@wells.com,(217)508-0196x3045,Adult,VIP
CUST1348,Tyler Salazar,kenneththomas@hotmail.com,001-306-935-8824x935,Youth,New
CUST1349,Crystal Allen,jasonwalker@hotmail.com,400.181.6778,Adult,New
CUST1350,Wesley Browning,haydenjane@quinn-horton.biz,816-524-4454x4608,Adult,VIP
CUST1351,Joshua Clark,mileselizabeth@gmail.com,851.799.3781,Senior,VIP
CUST1352,Joshua Mcbride,anthonydiaz@gmail.com,5391287884,Adult,Returning
CUST1353,Ellen Thornton,smithmariah@hernandez-white.com,+1-699-969-8829,Adult,VIP
CUST1354,Brandy Forbes,vjenkins@yahoo.com,4579271472,Senior,Returning
CUST1355,Brianna Fitzpatrick,daniel00@potter.biz,630-198-6424x238,Youth,New
CUST1356,Emily Grant,samantha84@hotmail.com,+1-397-283-3912x1870,Adult,VIP
CUST1357,Bailey Stewart,rhuynh@boyd.com,(293)288-0983x2210,Senior,New
CUST1358,Monica Cannon,robinsonisaiah@hotmail.com,023-200-1867,Adult,VIP
CUST1359,Jennifer Jenkins,pwoods@sullivan.com,(610)089-8761x08143,Senior,Returning
CUST1360,Timothy Shannon,josephgarcia@yahoo.com,(614)038-4531x980,Adult,VIP
CUST1361,Denise Maxwell,allenfrancisco@gmail.com,468.235.4695x1003,Senior,VIP
CUST1362,Cody Farmer,carlaavila@lopez-harris.com,001-076-205-4596x7150,Adult,VIP
CUST1363,Debra Bradley,christopher99@elliott.com,001-066-664-1106x541,Adult,VIP
CUST1364,David Mcdaniel,christopher40@walton-benjamin.net,001-134-078-5169x949,Senior,New
CUST1365,Michael Woods,karen52@leonard.net,089.058.3668x3482,Youth,Returning
CUST1366,Lisa Joseph,andrewflynn@willis-christian.com,(899)962-6970x8386,Adult,Returning
CUST1367,Samuel Henry,faithmiller@davis.com,+1-889-178-7915,Adult,VIP
CUST1368,Corey Johnson,seth25@ward-chase.biz,5962571976,Senior,New
CUST1369,Alexis Nelson,nallen@jones.info,9320126578,Senior,Returning
CUST1370,Patrick Mcneil,thomasmonica@dillon.info,001-826-041-8095,Senior,VIP
CUST1371,Andrea Ho,sedwards@jones.com,(175)585-1777,Adult,Returning
CUST1372,Dr. Katherine Nguyen,jonesjennifer@yahoo.com,127-469-2118x8241,Senior,Returning
CUST1373,David Sullivan,wgood@yahoo.com,+1-962-642-2297x589,Adult,VIP
CUST1374,Nicolas James,bonillatracy@trevino-morales.org,704-542-1854,Youth,Returning
CUST1375,Logan Newton,nrichardson@brooks-fleming.net,(705)682-0922x570,Youth,New
CUST1376,Kelly Liu,natalie09@hotmail.com,001-900-163-5640x723,Adult,New
CUST1377,Kelly Hayes,hollycastro@farrell.biz,(472)828-9540,Youth,New
CUST1378,Amanda Forbes,onash@sawyer-caldwell.com,1788224731,Adult,VIP
CUST1379,Jennifer Moss,dday@gmail.com,(616)850-7105,Senior,Returning
CUST1380,Kelli Mccoy,jessicalowery@tate-gonzalez.com,+1-011-950-9271,Adult,VIP
CUST1381,Eddie Sanders,matthew97@park.com,+1-152-610-5370x92300,Adult,VIP
CUST1382,Ronald Murray,jjohnson@yahoo.com,169.500.7418x948,Youth,New
CUST1383,Louis Brown,lukejohnson@schroeder.biz,001-543-298-7698x936,Youth,Returning
CUST1384,Brenda Gallegos,brianparrish@hotmail.com,(294)471-6198x273,Youth,Returning
CUST1385,Nathan Wilson,johnny21@gmail.com,813-104-5025x8963,Adult,VIP
CUST1386,Teresa Horton,richard47@warren-caldwell.com,+1-217-435-7483x52680,Senior,New
CUST1387,Jason Hayes,davisrachel@richmond-phillips.com,(486)067-3983x4488,Adult,New
CUST1388,Kevin Marquez,iolson@hotmail.com,842.536.4628,Youth,VIP
CUST1389,Jesse Wright,sgomez@price.org,5507740657,Adult,Returning
CUST1390,Susan Hogan,sharpbeth@morris.com,+1-551-562-3920x908,Adult,New
CUST1391,Becky Wilson,peggypeck@lin-wilson.biz,510-740-9131x11786,Senior,VIP
CUST1392,Jack Mills,mcneilsherry@gmail.com,902-547-6022,Senior,Returning
CUST1393,Richard Hunt,johnsonjulie@gmail.com,+1-069-535-4120x1227,Senior,VIP
CUST1394,Jamie James,carolynrobinson@gmail.com,950-026-0151x53259,Youth,Returning
CUST1395,Susan Cunningham,woodmichael@mosley-shaw.com,795-074-0717x327,Youth,VIP
CUST1396,Brittany Melton,wgutierrez@yahoo.com,+1-805-950-3100x649,Youth,New
CUST1397,Michael Barnes,daniel27@yahoo.com,403.910.4520,Youth,VIP
CUST1398,Randy Griffin,angelamartin@yahoo.com,608.941.1849,Youth,VIP
CUST1399,Autumn Anderson,megan64@hotmail.com,359-928-5535,Adult,Returning
CUST1400,Marcus King,shafferdale@smith.org,+1-952-056-1006x79900,Senior,Returning
CUST1401,Scott Stephens,zgordon@contreras.com,(968)018-6774x0378,Adult,VIP
CUST1402,Stephen Young,harnold@gates.com,233-944-9530x067,Adult,New
CUST1403,Karen Ortiz,podonnell@hotmail.com,625.503.2501x736,Senior,Returning
CUST1404,Kyle Sanchez,ayerskimberly@hotmail.com,426-241-7842x90292,Adult,New
CUST1405,Lisa Grant,nichole44@yahoo.com,345.110.0906,Youth,VIP
CUST1406,Amber Hernandez,mcculloughrobert@johnson.net,+1-053-088-6843x02116,Senior,Returning
CUST1407,Amanda Nash,george96@gmail.com,(732)904-5759x8875,Adult,Returning
CUST1408,Sara Evans,christinalong@gmail.com,001-212-996-4260,Senior,VIP
CUST1409,Amber Butler,sheilamyers@hotmail.com,362.027.5582,Youth,VIP
CUST1410,Michael Carr,hstrong@kim.com,477-092-0711,Senior,VIP
CUST1411,Linda Cobb,ocameron@hood-moore.com,(238)023-6219x215,Senior,Returning
CUST1412,Jesse Riley,davissamuel@carrillo.net,189.705.9161x18638,Youth,Returning
CUST1413,Anna Evans,ujohnson@lucero.com,(588)195-9772x168,Adult,New
CUST1414,James Jones,denisewalker@nichols.biz,005.378.9318x69289,Youth,VIP
CUST1415,Joshua Carter,hillsavannah@hotmail.com,284.540.1822x7200,Youth,VIP
CUST1416,Michael Hill,rodriguezsara@rodriguez.com,(839)482-3220,Adult,Returning
CUST1417,Kelly Dominguez,jonesmegan@myers.com,144-743-2811x659,Youth,New
CUST1418,Ashley Blair,tuckerconnie@gmail.com,+1-302-020-3042x322,Youth,VIP
CUST1419,Victoria Webb,opreston@yahoo.com,001-775-213-5302x816,Senior,VIP
CUST1420,Taylor Andersen,kentberger@bradley.com,064-630-0593x77756,Senior,VIP
CUST1421,Lee Stewart,mcooley@hotmail.com,001-198-321-0291,Youth,Returning
CUST1422,Whitney Gomez,aimeescott@lee.net,(174)690-2983x10438,Adult,New
CUST1423,Justin Stone,javierdiaz@johnson.com,196-622-9131x670,Senior,VIP
CUST1424,Katherine White,josepholson@bailey.com,056.856.6706x36219,Adult,New
CUST1425,Michelle Krause,zgraham@gmail.com,655.049.4440x76634,Senior,VIP
CUST1426,Alexander Garrett,jamesmathis@hotmail.com,+1-339-650-4962x732,Senior,Returning
CUST1427,Ryan Marsh,ygarcia@hotmail.com,(626)114-2436,Adult,VIP
CUST1428,Mrs. Felicia Castro DDS,lauramckay@yahoo.com,+1-258-542-1880x87991,Senior,New
CUST1429,Curtis Campbell,vhenderson@yahoo.com,001-962-341-9964x3385,Adult,New
CUST1430,Elizabeth Hunter,lawsonruben@hotmail.com,247.250.5833,Youth,VIP
CUST1431,Aaron Jennings,rachael17@gmail.com,430.311.5876,Adult,New
CUST1432,Nathaniel Gilbert,brenda49@clements.com,5457694757,Adult,VIP
CUST1433,Christopher Rivera,ruben25@jones.com,(945)353-6597x4669,Adult,Returning
CUST1434,Michael Hendricks,kimberlymartinez@yahoo.com,001-861-634-2125x45080,Adult,VIP
CUST1435,Maria Olson,jason95@hoffman.com,001-594-815-2692,Youth,New
CUST1436,Stephanie Herrera,dakotaramirez@shah.org,596-647-2130x74235,Adult,VIP
CUST1437,Richard Gutierrez,ustewart@gmail.com,001-914-261-4048x93326,Adult,New
CUST1438,Sandy Evans,langvictor@fisher-martinez.com,454-307-9637,Senior,New
CUST1439,Emily Herrera,byoung@yahoo.com,100.817.8522,Adult,VIP
CUST1440,Michael Marsh,buckjustin@johnson-ferguson.net,158-718-4523,Senior,New
CUST1441,Heather Montes,deanna17@gallegos.com,(426)874-4701x732,Adult,New
CUST1442,Andre Terrell,karen61@hotmail.com,+1-086-523-7772x9665,Adult,New
CUST1443,Sarah Duncan,zsalazar@yahoo.com,(337)014-0052x78105,Adult,VIP
CUST1444,Kurt Hancock,hallison@yahoo.com,800-027-2214x25731,Adult,Returning
CUST1445,Michele Edwards,walkermargaret@garcia.biz,(094)391-3681x72031,Senior,VIP
CUST1446,Jason Crawford,christopherramsey@cabrera-medina.com,695.528.6209,Adult,New
CUST1447,Jesse Sampson,nicole01@valentine.com,+1-297-352-5953x3222,Adult,Returning
CUST1448,Eric Rodriguez,knelson@gmail.com,+1-739-389-9204x5735,Youth,New
CUST1449,Paula Gentry,martinezmichelle@hotmail.com,236.618.5076,Adult,New
CUST1450,Alexander Webb,hbarnett@hotmail.com,087-082-6971,Youth,Returning
CUST1451,Cheryl Mclean,rstanley@barton-webb.com,001-823-601-0712x61583,Adult,VIP
CUST1452,Kelly Rowe,jennifer58@gmail.com,+1-821-764-8467,Adult,VIP
CUST1453,Shane Short,jonestroy@smith.info,574.223.3222,Senior,VIP
CUST1454,Megan Anderson,tonypeterson@hotmail.com,001-801-944-2589x222,Youth,Returning
CUST1455,Julia Reeves,jeanette28@gmail.com,001-560-629-5350x6373,Adult,Returning
CUST1456,April Randolph,sabrinacruz@parrish-palmer.biz,180-467-4130,Adult,Returning
CUST1457,Linda Miller,ramirezfrank@lynn-ray.com,538.418.5201x3626,Youth,VIP
CUST1458,Angel Meyer,vwalter@allen.com,+1-084-639-7561x54705,Senior,Returning
CUST1459,Emily Lane,alvarezalyssa@yahoo.com,491-215-1641x19556,Youth,New
CUST1460,Steven Flores,mcintoshchristopher@yahoo.com,091-969-3957x875,Youth,Returning
CUST1461,Donald Flores,randyjordan@brown-nelson.com,(070)204-2620,Senior,New
CUST1462,Bruce Hernandez,bdennis@carter.com,971-212-4139,Senior,New
CUST1463,Adrian Dean,gstone@hotmail.com,696.789.7609,Adult,Returning
CUST1464,Christine Bell,susanrobinson@jacobson.com,731.267.7319x22760,Adult,Returning
CUST1465,Charles Bush,pateljoshua@lyons.com,598.897.8653x394,Adult,New
CUST1466,David Jones,yharris@gmail.com,191.654.3089,Youth,VIP
CUST1467,Gina Wallace,janice40@gmail.com,+1-523-120-2191x5057,Adult,Returning
CUST1468,John Lowe,sstevenson@jackson.com,(449)747-0002x6876,Adult,Returning
CUST1469,Anthony Simmons,martingibson@wade.com,486-764-9797x4163,Adult,Returning
CUST1470,Kyle Watkins,terriibarra@shelton.org,(560)450-0635x5373,Adult,New
CUST1471,Melissa Jensen,faguilar@gmail.com,9649692771,Senior,New
CUST1472,Robert Marquez,williamsandre@hotmail.com,952-963-5305,Senior,Returning
CUST1473,Kim Beltran,aliciajackson@gmail.com,001-702-551-2827,Senior,Returning
CUST1474,Julie Anderson,torresjill@henry-bell.net,(364)315-9489x89596,Youth,New
CUST1475,Tamara Mcdonald,dking@gmail.com,(466)345-4434x414,Youth,New
CUST1476,Michael Mckinney,jennifer89@yahoo.com,+1-169-993-9344x974,Senior,Returning
CUST1477,David Walker,gina02@chase-hopkins.com,946.408.8223,Senior,VIP
CUST1478,Lisa Durham,kjohnson@hotmail.com,9586297398,Adult,VIP
CUST1479,Michael Ortega,jamie13@yahoo.com,+1-894-132-1097x2021,Adult,New
CUST1480,Sonya Chavez,natalie87@thompson.com,075.485.3465x5792,Youth,Returning
CUST1481,John Bell,rlandry@yahoo.com,001-203-004-4964x61293,Youth,Returning
CUST1482,Christopher Tate,rileyjacqueline@martinez.com,001-002-512-1375,Youth,New
CUST1483,Bethany Garcia,montesvictor@hotmail.com,(589)635-9570x8619,Youth,VIP
CUST1484,Rebecca Nguyen,hbecker@hanson-beck.com,+1-314-584-3456x631,Adult,Returning
CUST1485,Rebecca Patel,calvin40@yahoo.com,388-503-4236,Senior,New
CUST1486,Jason Oliver,justinwatkins@freeman.biz,(203)347-4246,Adult,VIP
CUST1487,Valerie Reyes,williamsdevin@yahoo.com,104.379.6868,Senior,New
CUST1488,Robert Garza,reevesdouglas@gonzalez.com,0852946902,Senior,VIP
CUST1489,Jessica Cobb,pfitzpatrick@walsh.com,+1-177-417-4304x3502,Adult,New
CUST1490,Cynthia Bates,carla29@yahoo.com,850.228.9466,Youth,VIP
CUST1491,Timothy Andrews,feliciagonzalez@gmail.com,275-233-2829x30202,Senior,Returning
CUST1492,Mr. Joel Peters,kevinmiller@hotmail.com,691-330-3033x46771,Adult,New
CUST1493,Casey Blanchard,nicholasliu@yahoo.com,001-167-507-6279x9553,Senior,New
CUST1494,Brian Cervantes,alishabenson@donovan.biz,001-024-530-1239x8472,Senior,New
CUST1495,Jamie Snyder,dali@gmail.com,034.202.8471,Adult,VIP
CUST1496,Ann Montoya,idavis@meadows.com,001-017-222-4050,Youth,New
CUST1497,Stephanie Fields,brian62@santiago-ford.net,648.717.7546x199,Adult,New
CUST1498,Charles Hernandez,millerjoseph@hotmail.com,(406)583-8727,Senior,Returning
CUST1499,Jean Lane,brooke49@vaughn-lin.com,+1-258-122-5909x5668,Senior,Returning
CUST1500,Michael Stewart,zacharyhart@taylor-jacobson.com,482-373-3791x2121,Adult,Returning
CUST1501,Susan Torres,jennifer07@hotmail.com,018-780-3586,Youth,New
CUST1502,Jessica Haas,joneseric@meyer.com,001-901-707-4039x2519,Youth,VIP
CUST1503,Brandon Smith,gjohnson@myers-howe.com,+1-945-295-1712x227,Youth,VIP
CUST1504,Mrs. Bethany Phillips,pmcgrath@hotmail.com,(433)872-2054x2216,Senior,Returning
CUST1505,Joshua Brown,nvillarreal@gmail.com,(654)963-3083,Adult,New
CUST1506,Samantha Howard,daisylopez@hotmail.com,444.704.8878,Adult,New
CUST1507,Sharon Young,williamlyons@alvarez.com,+1-950-470-2059x685,Senior,New
CUST1508,Jennifer Flores,rrichardson@cruz-marsh.info,953-774-9266,Adult,VIP
CUST1509,James Gardner,shernandez@yahoo.com,+1-329-563-4277x7522,Adult,VIP
CUST1510,Karen Lopez,tsmith@brewer.org,(920)616-5812x920,Adult,Returning
CUST1511,Tim Larsen,odonnellmichael@gmail.com,+1-592-294-1156x3029,Youth,New
CUST1512,Zachary Santiago,khill@yahoo.com,596-363-7262x94206,Adult,VIP
CUST1513,Benjamin Smith,rachel86@brown.org,(154)980-8513x3138,Youth,New
CUST1514,Katelyn Kim,yespinoza@gmail.com,001-004-983-2112x21215,Senior,Returning
CUST1515,Angela May MD,sandra17@yahoo.com,001-481-582-6868x7640,Youth,New
CUST1516,Richard Munoz,barbarapennington@hotmail.com,918-548-8064,Adult,VIP
CUST1517,Christopher Hicks,heidichapman@hotmail.com,200-629-8778x7358,Senior,New
CUST1518,Joanna Kelly,bjones@hotmail.com,664-641-9623x42192,Adult,VIP
CUST1519,Larry Lane,colinrodriguez@alvarez.com,001-622-132-0410x429,Youth,Returning
CUST1520,Cynthia Shaw,jessicacruz@nielsen-brown.com,831-478-9117x972,Youth,VIP
CUST1521,Joshua Richardson,bradfordcharles@obrien-pittman.com,001-699-994-9812x83180,Senior,New
CUST1522,Laura Bush,halenicholas@hotmail.com,3666020005,Adult,Returning
CUST1523,John Vaughn,johnnykim@perez-harmon.biz,285.386.3105,Senior,VIP
CUST1524,Nicholas Terrell,perkinscrystal@davis.com,+1-052-438-3805x8269,Youth,New
CUST1525,Dr. Julie Miller,ecarroll@yahoo.com,(990)076-8627,Senior,VIP
CUST1526,Ann Kennedy,nlee@carey.net,001-633-283-8963x37618,Youth,New
CUST1527,Toni Miller,gonzalescolleen@carroll.net,186-267-1368x41013,Adult,Returning
CUST1528,Rebecca Edwards,wilsonjerry@hotmail.com,(823)392-1883,Youth,New
CUST1529,Greg Osborne,walkershelia@yahoo.com,(279)187-5067x761,Adult,VIP
CUST1530,Jose Harrison,carlos24@gmail.com,+1-065-920-8814x3192,Senior,New
CUST1531,Jennifer Yu,reginald08@snow.com,976.178.1596x983,Senior,VIP
CUST1532,Donna Johnson,morganjose@barron-brown.com,+1-457-202-6656,Senior,New
CUST1533,Nicole Acosta,youngcharles@hotmail.com,+1-629-591-2573,Adult,Returning
CUST1534,Amy Kennedy,tina69@salazar.com,989-925-5394x6074,Senior,Returning
CUST1535,Anthony Mooney,garciatyler@gmail.com,(990)747-2966,Senior,New
CUST1536,Lori Mitchell,ywoods@gmail.com,001-417-996-7080,Adult,Returning
CUST1537,Jonathan York,johnsonkimberly@ferguson.com,+1-974-748-5994,Senior,VIP
CUST1538,Casey Campbell,hughesnicholas@gmail.com,(418)398-4167x3478,Youth,New
CUST1539,Alexis Rodriguez,hdunn@yahoo.com,+1-536-988-1649x8044,Youth,VIP
CUST1540,Kevin Hernandez,michael56@allen.org,092-860-5210x26270,Youth,VIP
CUST1541,Robert Green,robertgoodwin@bradley.com,(648)900-8248x4581,Senior,New
CUST1542,Kari Lloyd,brownsamuel@williams-bailey.com,001-308-898-3057x48839,Senior,New
CUST1543,Grace Miller,catherinemendoza@gmail.com,+1-741-856-3027x500,Senior,Returning
CUST1544,Timothy Moore,wrightamy@thornton-li.com,3056619953,Adult,New
CUST1545,Wyatt Townsend II,shelly84@hotmail.com,5641849378,Adult,VIP
CUST1546,Mark Clark,luis88@brown.org,+1-467-908-7018x72600,Adult,New
CUST1547,Haley May,christian28@gmail.com,365-103-4444,Senior,VIP
CUST1548,Audrey Jackson,davidhardy@gmail.com,(990)674-5686,Youth,Returning
CUST1549,Eric Reese,hollysantos@benton-smith.com,(240)622-1559x967,Youth,Returning
CUST1550,Kim James,brianna41@gmail.com,(562)221-9053,Adult,VIP
CUST1551,Karen Thomas,ysimpson@yahoo.com,470.474.7648,Adult,VIP
CUST1552,Alexandra Ho,walkernicolas@hotmail.com,559-396-5213x8350,Youth,Returning
CUST1553,Michael Nixon,guerreroanthony@yahoo.com,124.553.1290x0362,Adult,Returning
CUST1554,Amanda Hardin,sandra49@todd.org,+1-211-732-7726x48839,Adult,New
CUST1555,Tina Reynolds,vpatton@gmail.com,(855)852-2942x525,Adult,VIP
CUST1556,Shannon Rogers,rfarley@garrison-hurley.info,618-575-9171,Youth,VIP
CUST1557,Brett Pena,francisco67@hotmail.com,5080549147,Senior,New
CUST1558,Raymond Curry,rebeccacampbell@tapia.net,447.353.5247x841,Senior,Returning
CUST1559,Leah Lee,ashley09@yahoo.com,159.497.3449x305,Adult,New
CUST1560,Michael White,donna90@gmail.com,788.033.1836,Adult,Returning
CUST1561,Megan Decker,mary27@yahoo.com,133-892-6087,Senior,New
CUST1562,Brent Garcia,csmith@castillo-richard.com,828.152.7873x04862,Senior,New
CUST1563,Daniel Campbell,rileychristopher@hotmail.com,152-174-6535x37801,Youth,Returning
CUST1564,Alexander Davis,alexanderjonathan@yahoo.com,915.673.4467x17762,Youth,New
CUST1565,Mary Houston,omartinez@gmail.com,001-691-433-6299,Youth,Returning
CUST1566,Margaret Erickson,halldiamond@cohen.org,001-466-450-9999,Senior,New
CUST1567,Scott Anderson,tranjeremy@hotmail.com,0108985739,Adult,Returning
CUST1568,Stephanie Knight,allen58@hotmail.com,8352118968,Adult,New
CUST1569,Stephanie Dominguez,michaeljones@wilson-jones.com,424-648-8499x7957,Adult,Returning
CUST1570,John Mayer,maria61@hotmail.com,(857)595-8281,Adult,VIP
CUST1571,Tammy Hill,douglas59@yahoo.com,001-022-179-7891,Youth,VIP
CUST1572,Steven Carrillo,xmerritt@yahoo.com,(488)397-1705,Senior,VIP
CUST1573,Christopher Jones,martinbradley@gmail.com,001-984-451-4367x28681,Youth,New
CUST1574,Janet Cook,lynchlindsey@baldwin.com,230-388-5681,Senior,VIP
CUST1575,Tyler Baker,crivas@barber.com,001-193-978-1459x00992,Adult,New
CUST1576,John Mcfarland,arianacuevas@kelley.net,779-055-2866,Youth,VIP
CUST1577,Cassandra Vasquez,hhopkins@stewart-lee.org,001-335-158-8070,Senior,VIP
CUST1578,Randy Robinson,marklloyd@yahoo.com,001-532-601-1939x10382,Adult,Returning
CUST1579,Susan Baldwin,hedwards@allen.com,001-742-551-3609,Youth,VIP
CUST1580,Benjamin Duncan,ann15@washington.com,8581810450,Senior,VIP
CUST1581,Jeremy Mosley,kimberlyrussell@wade.com,(437)361-5873,Adult,VIP
CUST1582,Martin Fitzpatrick,millerrobert@gmail.com,(627)135-8969x3353,Senior,VIP
CUST1583,Deborah Graves,rachelwalter@gmail.com,+1-005-856-1547x315,Adult,VIP
CUST1584,Laura Robertson,barneskathy@conrad.com,(639)792-5511x6436,Adult,VIP
CUST1585,Katherine Graham,vaughnveronica@gmail.com,+1-902-837-7270x28966,Senior,Returning
CUST1586,Priscilla Floyd,zgomez@hotmail.com,(053)428-1644x16101,Adult,VIP
CUST1587,April Finley,david59@jensen.com,+1-753-584-6405x103,Senior,VIP
CUST1588,Karen Bradley,vmccoy@yahoo.com,+1-880-273-0427x63628,Youth,New
CUST1589,Heather Maldonado,ugraves@gmail.com,444-718-9395,Senior,Returning
CUST1590,Mark Benjamin,paulawatkins@craig-chavez.com,096.906.7649,Youth,Returning
CUST1591,Joseph Woodward,williamchapman@gmail.com,+1-092-288-4987x4551,Senior,New
CUST1592,Joe Miranda,trevor09@merritt.biz,001-358-727-1743x068,Youth,Returning
CUST1593,Cassandra Williams,patrick22@gmail.com,+1-116-403-4398,Senior,New
CUST1594,Connor Dominguez,kstone@edwards.com,001-818-738-7758x33364,Youth,Returning
CUST1595,Lydia Howard,kgonzales@yahoo.com,001-770-413-0909x15386,Senior,VIP
CUST1596,Mark Moss,middletonelizabeth@gmail.com,2826254204,Youth,Returning
CUST1597,Corey Cortez,andrearomero@johnson.net,231-905-7720,Senior,Returning
CUST1598,Katherine Brown,freemanlynn@harris-mcmahon.org,410-079-4193x245,Youth,Returning
CUST1599,Elizabeth Ferguson,dmeyer@yahoo.com,001-381-097-9412x24870,Senior,Returning
CUST1600,Joann Forbes,wallaceryan@miller-taylor.com,001-872-649-6322,Adult,New
CUST1601,Anthony French,linda31@moore-rogers.info,(174)224-0432x611,Senior,Returning
CUST1602,Bruce Roman,patricia06@randolph.com,+1-900-346-8616,Senior,New
CUST1603,Judy Gregory,averycourtney@taylor.com,070.286.7202,Youth,Returning
CUST1604,Brittany Riley,theodore72@crawford.com,001-009-536-6219x53689,Youth,New
CUST1605,Amanda Thomas,hamiltontravis@clark.com,0577950017,Senior,Returning
CUST1606,Kaitlin Hardin,danawashington@hotmail.com,259.007.3971,Adult,VIP
CUST1607,Michael Anderson,mary47@robles-myers.com,072.211.3869,Adult,Returning
CUST1608,Anthony Parker,colin14@yahoo.com,8716722104,Adult,VIP
CUST1609,Joy Jackson,john61@gmail.com,461-719-2817x07443,Adult,Returning
CUST1610,Sabrina Rodriguez,donna56@hotmail.com,(023)442-2521x60252,Senior,Returning
CUST1611,Robert Walker PhD,flarsen@jenkins.net,941.209.4477,Youth,Returning
CUST1612,Robert Hendrix,xbrown@green-stewart.biz,(690)326-5513,Senior,Returning
CUST1613,Erika Daugherty,dross@yahoo.com,(761)794-8024,Adult,VIP
CUST1614,Brenda Copeland,matthewcardenas@yahoo.com,(598)516-0211x915,Youth,VIP
CUST1615,Pamela Watkins,kwalker@hotmail.com,+1-912-686-4986,Youth,New
CUST1616,Bryan Thomas,gouldchristina@anderson-fernandez.com,786-862-3760x088,Senior,VIP
CUST1617,Michael Tran,deleonmathew@yahoo.com,474-083-7819x190,Senior,New
CUST1618,Timothy Williams,stonemichael@galloway.biz,499.216.4006x9836,Adult,New
CUST1619,Ryan Salazar,laurie55@lewis-quinn.com,+1-235-348-4864x708,Adult,New
CUST1620,Alexis Tucker,fischeralisha@sanders.com,(139)865-4622,Senior,Returning
CUST1621,Christopher Davis,crystalwatts@nelson.biz,001-021-237-2055x033,Senior,VIP
CUST1622,Stacie Butler,lorettamcdowell@gmail.com,0008863467,Senior,VIP
CUST1623,Patricia Schwartz,wagnerjade@perry.org,919.008.8991,Adult,VIP
CUST1624,Mark Mills,fitzgeraldlaura@decker.com,416-009-1692,Youth,VIP
CUST1625,Todd Bishop,turnerstephen@gmail.com,273.798.9790,Adult,New
CUST1626,Christopher Porter,bbennett@gmail.com,(085)481-8674x6300,Senior,VIP
CUST1627,Lori Patton,ehoffman@velez-ferguson.com,9984336113,Adult,Returning
CUST1628,Aaron Young,kaiserjessica@yahoo.com,118.151.9854x582,Youth,VIP
CUST1629,Joseph Davis,bwalker@wise-west.info,001-942-034-0153x53466,Senior,New
CUST1630,Philip Fernandez,martin11@jackson.com,7569994494,Adult,VIP
CUST1631,Randy Hopkins,richardmassey@sharp.info,(672)010-8240x2818,Youth,New
CUST1632,Cory Hogan,vcollins@gmail.com,(238)794-0262,Youth,New
CUST1633,Tracy Wells,hannah96@adams.net,8581745273,Youth,Returning
